,날짜,디바이스,유입경로,키워드,노출수,유입수,유입률(%),체류시간(min),평균체류시간(min),페이지뷰,평균페이지뷰,이탈수,이탈률(%),회원가입,전환율(가입),앱 다운,전환율(앱),구독,전환율(구독),전환수,전환율(%)
,2023-02-19,Mobile,기타 SNS,,953,49,5.141657922,321,6.551020408,30,0.612244898,2,4.081632653,0,0,4,8.163265306,1,2.040816327,5,10.20408163
,2023-02-20,PC,직접 유입,,0,57,0,374,6.561403509,30,0.526315789,3,5.263157895,5,8.771929825,1,1.754385965,4,7.01754386,10,17.54385965
,2023-02-20,PC,키워드 검색,플로깅 행사,368,23,6.25,2,0.0869565217,99,4.304347826,2,8.695652174,6,26.08695652,2,8.695652174,5,21.73913043,13,56.52173913
,2023-02-20,PC,키워드 검색,지속 가능한 생활,439,3,0.683371298,225,75,459,153,0,0,4,133.3333333,7,233.3333333,4,133.3333333,15,500
,2023-02-20,PC,키워드 검색,쓰레기 줍기,347,1,0.288184438,255,255,252,252,1,100,6,600,9,900,5,500,20,2000
,2023-02-20,PC,블로그,,676,68,10.0591716,374,5.5,251,3.691176471,3,4.411764706,5,7.352941176,0,0,1,1.470588235,6,8.823529412
,2023-02-20,PC,카페,,519,19,3.66088632,188,9.894736842,446,23.47368421,6,31.57894737,0,0,10,52.63157895,9,47.36842105,19,100
,2023-02-20,PC,이메일,,71,55,77.46478873,176,3.2,174,3.163636364,0,0,1,1.818181818,10,18.18181818,8,14.54545455,19,34.54545455
,2023-02-20,PC,카카오톡,,601,99,16.47254576,44,0.444444444,238,2.404040404,0,0,3,3.03030303,1,1.01010101,8,8.080808081,12,12.12121212
,2023-02-20,PC,메타,,399,43,10.77694236,127,2.953488372,446,10.37209302,4,9.302325581,6,13.95348837,7,16.27906977,3,6.976744186,16,37.20930233
,2023-02-20,PC,인스타그램,,770,86,11.16883117,323,3.755813953,160,1.860465116,6,6.976744186,2,2.325581395,6,6.976744186,3,3.488372093,11,12.79069767
,2023-02-20,PC,유튜브,,470,11,2.340425532,94,8.545454545,267,24.27272727,9,81.81818182,6,54.54545455,5,45.45454545,0,0,11,100
,2023-02-20,PC,배너 광고,,581,1,0.17211704,98,98,289,289,0,0,2,200,10,1000,9,900,21,2100
,2023-02-20,PC,트위터 X,,616,4,0.649350649,359,89.75,197,49.25,4,100,6,150,8,200,0,0,14,350
,2023-02-20,PC,기타 SNS,,100,13,13,378,29.07692308,210,16.15384615,9,69.23076923,10,76.92307692,10,76.92307692,6,46.15384615,26,200
,2023-02-20,Mobile,직접 유입,,0,79,0,211,2.670886076,106,1.341772152,4,5.063291139,4,5.063291139,10,12.65822785,3,3.797468354,17,21.51898734
,2023-02-20,Mobile,키워드 검색,지속 가능한 생활,319,83,26.01880878,75,0.903614458,57,0.686746988,6,7.228915663,0,0,6,7.228915663,10,12.04819277,16,19.27710843
,2023-02-20,Mobile,키워드 검색,친환경 활동,21,2,9.523809524,256,128,395,197.5,0,0,2,100,8,400,1,50,11,550
,2023-02-20,Mobile,키워드 검색,플로깅,516,63,12.20930233,384,6.095238095,383,6.079365079,4,6.349206349,5,7.936507937,10,15.87301587,8,12.6984127,23,36.50793651
,2023-02-20,Mobile,키워드 검색,환경 보호 앱,773,42,5.433376455,217,5.166666667,138,3.285714286,2,4.761904762,7,16.66666667,9,21.42857143,10,23.80952381,26,61.9047619
,2023-02-20,Mobile,키워드 검색,재활용 앱,476,33,6.932773109,314,9.515151515,274,8.303030303,5,15.15151515,4,12.12121212,9,27.27272727,6,18.18181818,19,57.57575758
,2023-02-20,Mobile,키워드 검색,플로깅 행사,53,41,77.35849057,53,1.292682927,328,8,2,4.87804878,9,21.95121951,7,17.07317073,10,24.3902439,26,63.41463415
,2023-02-20,Mobile,키워드 검색,환경 캠페인,67,7,10.44776119,265,37.85714286,325,46.42857143,0,0,2,28.57142857,0,0,5,71.42857143,7,100
,2023-02-20,Mobile,키워드 검색,지역 재활용 센터,496,12,2.419354839,362,30.16666667,131,10.91666667,6,50,6,50,1,8.333333333,1,8.333333333,8,66.66666667
,2023-02-20,Mobile,키워드 검색,쓰레기 줍기,715,98,13.70629371,336,3.428571429,404,4.12244898,6,6.12244898,5,5.102040816,4,4.081632653,3,3.06122449,12,12.24489796
,2023-02-20,Mobile,키워드 검색,재활용 가이드,423,63,14.89361702,304,4.825396825,327,5.19047619,10,15.87301587,6,9.523809524,10,15.87301587,4,6.349206349,20,31.74603175
,2023-02-20,Mobile,블로그,,182,56,30.76923077,2,0.0357142857,405,7.232142857,6,10.71428571,4,7.142857143,8,14.28571429,0,0,12,21.42857143
,2023-02-20,Mobile,카페,,640,78,12.1875,354,4.538461538,117,1.5,9,11.53846154,9,11.53846154,9,11.53846154,9,11.53846154,27,34.61538462
,2023-02-20,Mobile,이메일,,67,37,55.2238806,122,3.297297297,191,5.162162162,1,2.702702703,0,0,3,8.108108108,6,16.21621622,9,24.32432432
,2023-02-20,Mobile,카카오톡,,110,21,19.09090909,1,0.0476190476,379,18.04761905,0,0,4,19.04761905,3,14.28571429,6,28.57142857,13,61.9047619
,2023-02-20,Mobile,메타,,431,73,16.93735499,341,4.671232877,210,2.876712329,8,10.95890411,8,10.95890411,3,4.109589041,5,6.849315068,16,21.91780822
,2023-02-20,Mobile,인스타그램,,639,47,7.355242567,328,6.978723404,499,10.61702128,8,17.0212766,1,2.127659574,8,17.0212766,10,21.27659574,19,40.42553191
,2023-02-20,Mobile,유튜브,,241,91,37.7593361,163,1.791208791,474,5.208791209,2,2.197802198,6,6.593406593,8,8.791208791,5,5.494505495,19,20.87912088
,2023-02-20,Mobile,배너 광고,,763,26,3.407601573,83,3.192307692,46,1.769230769,8,30.76923077,4,15.38461538,7,26.92307692,0,0,11,42.30769231
,2023-02-20,Mobile,트위터 X,,449,28,6.236080178,42,1.5,270,9.642857143,10,35.71428571,6,21.42857143,10,35.71428571,5,17.85714286,21,75
,2023-02-20,Mobile,기타 SNS,,569,0,0,54,inf,265,inf,0,,9,inf,10,inf,1,inf,20,inf
,2023-02-21,PC,직접 유입,,0,69,0,109,1.579710145,498,7.217391304,4,5.797101449,3,4.347826087,7,10.14492754,10,14.49275362,20,28.98550725
,2023-02-21,PC,키워드 검색,환경 보호 앱,782,10,1.278772379,188,18.8,251,25.1,8,80,0,0,0,0,4,40,4,40
,2023-02-21,PC,키워드 검색,재활용 앱,629,97,15.42130366,319,3.288659794,353,3.639175258,1,1.030927835,0,0,10,10.30927835,1,1.030927835,11,11.34020619
,2023-02-21,PC,키워드 검색,지속 가능한 생활,65,13,20,138,10.61538462,288,22.15384615,6,46.15384615,1,7.692307692,9,69.23076923,3,23.07692308,13,100
,2023-02-21,PC,키워드 검색,플로깅 행사,694,53,7.636887608,189,3.566037736,445,8.396226415,3,5.660377358,6,11.32075472,8,15.09433962,10,18.86792453,24,45.28301887
,2023-02-21,PC,키워드 검색,환경 캠페인,471,34,7.218683652,18,0.529411765,402,11.82352941,8,23.52941176,9,26.47058824,4,11.76470588,2,5.882352941,15,44.11764706
,2023-02-21,PC,키워드 검색,플로깅,792,17,2.146464646,201,11.82352941,110,6.470588235,6,35.29411765,5,29.41176471,1,5.882352941,0,0,6,35.29411765
,2023-02-21,PC,키워드 검색,지역 재활용 센터,518,62,11.96911197,186,3,157,2.532258065,2,3.225806452,7,11.29032258,6,9.677419355,4,6.451612903,17,27.41935484
,2023-02-21,PC,키워드 검색,쓰레기 줍기,772,89,11.52849741,366,4.112359551,138,1.550561798,2,2.247191011,9,10.11235955,0,0,10,11.23595506,19,21.34831461
,2023-02-21,PC,블로그,,17,1,5.882352941,332,332,292,292,1,100,10,1000,9,900,2,200,21,2100
,2023-02-21,PC,카페,,594,11,1.851851852,250,22.72727273,69,6.272727273,3,27.27272727,6,54.54545455,10,90.90909091,6,54.54545455,22,200
,2023-02-21,PC,이메일,,549,2,0.364298725,352,176,233,116.5,0,0,1,50,2,100,2,100,5,250
,2023-02-21,PC,카카오톡,,470,69,14.68085106,161,2.333333333,121,1.753623188,4,5.797101449,0,0,3,4.347826087,8,11.5942029,11,15.94202899
,2023-02-21,PC,메타,,530,3,0.566037736,149,49.66666667,425,141.6666667,3,100,5,166.6666667,9,300,2,66.66666667,16,533.3333333
,2023-02-21,PC,인스타그램,,384,13,3.385416667,497,38.23076923,276,21.23076923,5,38.46153846,0,0,5,38.46153846,0,0,5,38.46153846
,2023-02-21,PC,유튜브,,645,17,2.635658915,41,2.411764706,133,7.823529412,2,11.76470588,3,17.64705882,8,47.05882353,8,47.05882353,19,111.7647059
,2023-02-21,PC,배너 광고,,453,30,6.622516556,72,2.4,167,5.566666667,10,33.33333333,0,0,0,0,8,26.66666667,8,26.66666667
,2023-02-21,PC,트위터 X,,942,31,3.290870488,153,4.935483871,151,4.870967742,3,9.677419355,7,22.58064516,2,6.451612903,0,0,9,29.03225806
,2023-02-21,PC,기타 SNS,,658,31,4.711246201,386,12.4516129,182,5.870967742,9,29.03225806,10,32.25806452,6,19.35483871,6,19.35483871,22,70.96774194
,2023-02-21,Mobile,직접 유입,,0,92,0,175,1.902173913,106,1.152173913,8,8.695652174,3,3.260869565,6,6.52173913,6,6.52173913,15,16.30434783
,2023-02-21,Mobile,키워드 검색,재활용 가이드,53,18,33.96226415,62,3.444444444,144,8,3,16.66666667,5,27.77777778,5,27.77777778,2,11.11111111,12,66.66666667
,2023-02-21,Mobile,키워드 검색,재활용 앱,582,54,9.278350515,63,1.166666667,454,8.407407407,7,12.96296296,8,14.81481481,6,11.11111111,6,11.11111111,20,37.03703704
,2023-02-21,Mobile,키워드 검색,친환경 활동,474,98,20.67510549,298,3.040816327,240,2.448979592,9,9.183673469,2,2.040816327,3,3.06122449,5,5.102040816,10,10.20408163
,2023-02-21,Mobile,키워드 검색,쓰레기 줍기,744,22,2.956989247,355,16.13636364,312,14.18181818,8,36.36363636,1,4.545454545,8,36.36363636,6,27.27272727,15,68.18181818
,2023-02-21,Mobile,키워드 검색,지속 가능한 생활,999,32,3.203203203,297,9.28125,204,6.375,7,21.875,6,18.75,10,31.25,1,3.125,17,53.125
,2023-02-21,Mobile,블로그,,500,24,4.8,273,11.375,54,2.25,6,25,3,12.5,6,25,4,16.66666667,13,54.16666667
,2023-02-21,Mobile,카페,,868,55,6.33640553,390,7.090909091,131,2.381818182,10,18.18181818,8,14.54545455,0,0,1,1.818181818,9,16.36363636
,2023-02-21,Mobile,이메일,,446,42,9.417040359,196,4.666666667,227,5.404761905,2,4.761904762,0,0,7,16.66666667,5,11.9047619,12,28.57142857
,2023-02-21,Mobile,카카오톡,,576,10,1.736111111,398,39.8,309,30.9,7,70,3,30,9,90,6,60,18,180
,2023-02-21,Mobile,메타,,170,16,9.411764706,164,10.25,225,14.0625,3,18.75,6,37.5,10,62.5,9,56.25,25,156.25
,2023-02-21,Mobile,인스타그램,,516,49,9.496124031,491,10.02040816,241,4.918367347,7,14.28571429,1,2.040816327,9,18.36734694,3,6.12244898,13,26.53061224
,2023-02-21,Mobile,유튜브,,234,24,10.25641026,102,4.25,417,17.375,9,37.5,6,25,8,33.33333333,6,25,20,83.33333333
,2023-02-21,Mobile,배너 광고,,592,86,14.52702703,356,4.139534884,421,4.895348837,7,8.139534884,10,11.62790698,9,10.46511628,5,5.813953488,24,27.90697674
,2023-02-21,Mobile,트위터 X,,79,69,87.34177215,482,6.985507246,137,1.985507246,5,7.246376812,9,13.04347826,3,4.347826087,10,14.49275362,22,31.88405797
,2023-02-21,Mobile,기타 SNS,,222,83,37.38738739,129,1.554216867,379,4.56626506,3,3.614457831,5,6.024096386,1,1.204819277,3,3.614457831,9,10.84337349
,2023-02-22,PC,직접 유입,,0,86,0,329,3.825581395,486,5.651162791,10,11.62790698,1,1.162790698,8,9.302325581,7,8.139534884,16,18.60465116
,2023-02-22,PC,키워드 검색,재활용 앱,190,16,8.421052632,241,15.0625,144,9,9,56.25,4,25,4,25,2,12.5,10,62.5
,2023-02-22,PC,키워드 검색,쓰레기 줍기,242,42,17.3553719,410,9.761904762,241,5.738095238,9,21.42857143,1,2.380952381,7,16.66666667,8,19.04761905,16,38.0952381
,2023-02-22,PC,키워드 검색,환경 보호 앱,436,72,16.51376147,342,4.75,28,0.388888889,3,4.166666667,9,12.5,1,1.388888889,8,11.11111111,18,25
,2023-02-22,PC,블로그,,494,75,15.18218623,67,0.893333333,49,0.653333333,10,13.33333333,9,12,7,9.333333333,0,0,16,21.33333333
,2023-02-22,PC,카페,,878,21,2.391799544,355,16.9047619,301,14.33333333,8,38.0952381,7,33.33333333,7,33.33333333,2,9.523809524,16,76.19047619
,2023-02-22,PC,이메일,,82,60,73.17073171,419,6.983333333,495,8.25,2,3.333333333,3,5,1,1.666666667,2,3.333333333,6,10
,2023-02-22,PC,카카오톡,,500,33,6.6,99,3,382,11.57575758,2,6.060606061,8,24.24242424,8,24.24242424,8,24.24242424,24,72.72727273
,2023-02-22,PC,메타,,299,27,9.030100334,259,9.592592593,210,7.777777778,4,14.81481481,5,18.51851852,2,7.407407407,10,37.03703704,17,62.96296296
,2023-02-22,PC,인스타그램,,136,14,10.29411765,157,11.21428571,244,17.42857143,7,50,6,42.85714286,9,64.28571429,10,71.42857143,25,178.5714286
,2023-02-22,PC,유튜브,,377,90,23.87267905,55,0.611111111,312,3.466666667,4,4.444444444,4,4.444444444,5,5.555555556,5,5.555555556,14,15.55555556
,2023-02-22,PC,배너 광고,,228,89,39.03508772,344,3.865168539,111,1.247191011,4,4.494382022,5,5.617977528,10,11.23595506,10,11.23595506,25,28.08988764
,2023-02-22,PC,트위터 X,,700,26,3.714285714,96,3.692307692,181,6.961538462,3,11.53846154,7,26.92307692,6,23.07692308,7,26.92307692,20,76.92307692
,2023-02-22,PC,기타 SNS,,946,10,1.057082452,285,28.5,278,27.8,9,90,3,30,6,60,0,0,9,90
,2023-02-22,Mobile,직접 유입,,0,16,0,228,14.25,20,1.25,0,0,0,0,1,6.25,0,0,1,6.25
,2023-02-22,Mobile,키워드 검색,재활용 앱,493,3,0.60851927,464,154.6666667,241,80.33333333,1,33.33333333,0,0,10,333.3333333,10,333.3333333,20,666.6666667
,2023-02-22,Mobile,블로그,,163,14,8.588957055,475,33.92857143,319,22.78571429,6,42.85714286,3,21.42857143,2,14.28571429,6,42.85714286,11,78.57142857
,2023-02-22,Mobile,카페,,510,18,3.529411765,194,10.77777778,466,25.88888889,1,5.555555556,7,38.88888889,9,50,4,22.22222222,20,111.1111111
,2023-02-22,Mobile,이메일,,558,49,8.781362007,454,9.265306122,178,3.632653061,6,12.24489796,0,0,9,18.36734694,0,0,9,18.36734694
,2023-02-22,Mobile,카카오톡,,498,28,5.62248996,438,15.64285714,325,11.60714286,7,25,2,7.142857143,10,35.71428571,3,10.71428571,15,53.57142857
,2023-02-22,Mobile,메타,,852,25,2.9342723,427,17.08,460,18.4,8,32,6,24,0,0,4,16,10,40
,2023-02-22,Mobile,인스타그램,,3,3,100,8,2.666666667,489,163,3,100,9,300,4,133.3333333,9,300,22,733.3333333
,2023-02-22,Mobile,유튜브,,389,69,17.7377892,137,1.985507246,172,2.492753623,5,7.246376812,1,1.449275362,10,14.49275362,5,7.246376812,16,23.1884058
,2023-02-22,Mobile,배너 광고,,600,41,6.833333333,97,2.365853659,41,1,8,19.51219512,5,12.19512195,8,19.51219512,0,0,13,31.70731707
,2023-02-22,Mobile,트위터 X,,694,26,3.746397695,444,17.07692308,440,16.92307692,10,38.46153846,1,3.846153846,4,15.38461538,8,30.76923077,13,50
,2023-02-22,Mobile,기타 SNS,,658,73,11.09422492,492,6.739726027,438,6,1,1.369863014,0,0,6,8.219178082,1,1.369863014,7,9.589041096
,2023-02-23,PC,직접 유입,,0,17,0,326,19.17647059,53,3.117647059,5,29.41176471,8,47.05882353,0,0,4,23.52941176,12,70.58823529
,2023-02-23,PC,키워드 검색,환경 캠페인,695,69,9.928057554,216,3.130434783,462,6.695652174,4,5.797101449,5,7.246376812,5,7.246376812,5,7.246376812,15,21.73913043
,2023-02-23,PC,블로그,,616,6,0.974025974,226,37.66666667,373,62.16666667,4,66.66666667,6,100,9,150,2,33.33333333,17,283.3333333
,2023-02-23,PC,카페,,490,61,12.44897959,490,8.032786885,434,7.114754098,1,1.639344262,2,3.278688525,7,11.47540984,7,11.47540984,16,26.2295082
,2023-02-23,PC,이메일,,959,95,9.906152242,126,1.326315789,192,2.021052632,7,7.368421053,7,7.368421053,3,3.157894737,8,8.421052632,18,18.94736842
,2023-02-23,PC,카카오톡,,482,19,3.941908714,279,14.68421053,352,18.52631579,4,21.05263158,7,36.84210526,3,15.78947368,4,21.05263158,14,73.68421053
,2023-02-23,PC,메타,,257,61,23.73540856,29,0.475409836,436,7.147540984,7,11.47540984,6,9.836065574,1,1.639344262,4,6.557377049,11,18.03278689
,2023-02-23,PC,인스타그램,,56,23,41.07142857,30,1.304347826,443,19.26086957,10,43.47826087,0,0,4,17.39130435,9,39.13043478,13,56.52173913
,2023-02-23,PC,유튜브,,112,21,18.75,358,17.04761905,276,13.14285714,9,42.85714286,5,23.80952381,4,19.04761905,1,4.761904762,10,47.61904762
,2023-02-23,PC,배너 광고,,183,2,1.092896175,141,70.5,327,163.5,1,50,7,350,7,350,5,250,19,950
,2023-02-23,PC,트위터 X,,687,44,6.404657933,57,1.295454545,236,5.363636364,7,15.90909091,1,2.272727273,9,20.45454545,10,22.72727273,20,45.45454545
,2023-02-23,PC,기타 SNS,,452,76,16.81415929,381,5.013157895,262,3.447368421,3,3.947368421,8,10.52631579,0,0,8,10.52631579,16,21.05263158
,2023-02-23,Mobile,직접 유입,,0,51,0,490,9.607843137,9,0.176470588,6,11.76470588,6,11.76470588,1,1.960784314,1,1.960784314,8,15.68627451
,2023-02-23,Mobile,키워드 검색,재활용 가이드,576,31,5.381944444,493,15.90322581,405,13.06451613,10,32.25806452,1,3.225806452,1,3.225806452,3,9.677419355,5,16.12903226
,2023-02-23,Mobile,키워드 검색,환경 보호 앱,324,79,24.38271605,400,5.063291139,105,1.329113924,9,11.39240506,4,5.063291139,9,11.39240506,9,11.39240506,22,27.84810127
,2023-02-23,Mobile,키워드 검색,지역 재활용 센터,496,30,6.048387097,274,9.133333333,112,3.733333333,7,23.33333333,6,20,9,30,10,33.33333333,25,83.33333333
,2023-02-23,Mobile,키워드 검색,플로깅 행사,202,60,29.7029703,214,3.566666667,238,3.966666667,1,1.666666667,10,16.66666667,0,0,3,5,13,21.66666667
,2023-02-23,Mobile,키워드 검색,지속 가능한 생활,420,79,18.80952381,21,0.265822785,443,5.607594937,0,0,4,5.063291139,2,2.53164557,8,10.12658228,14,17.72151899
,2023-02-23,Mobile,키워드 검색,재활용 앱,28,1,3.571428571,373,373,297,297,0,0,4,400,3,300,6,600,13,1300
,2023-02-23,Mobile,블로그,,705,72,10.21276596,118,1.638888889,275,3.819444444,5,6.944444444,8,11.11111111,8,11.11111111,2,2.777777778,18,25
,2023-02-23,Mobile,카페,,251,88,35.05976096,281,3.193181818,245,2.784090909,1,1.136363636,0,0,8,9.090909091,3,3.409090909,11,12.5
,2023-02-23,Mobile,이메일,,264,44,16.66666667,446,10.13636364,406,9.227272727,9,20.45454545,0,0,7,15.90909091,2,4.545454545,9,20.45454545
,2023-02-23,Mobile,카카오톡,,23,7,30.43478261,408,58.28571429,439,62.71428571,7,100,3,42.85714286,1,14.28571429,6,85.71428571,10,142.8571429
,2023-02-23,Mobile,메타,,365,62,16.98630137,274,4.419354839,7,0.112903226,8,12.90322581,4,6.451612903,5,8.064516129,3,4.838709677,12,19.35483871
,2023-02-23,Mobile,인스타그램,,836,7,0.837320574,429,61.28571429,68,9.714285714,4,57.14285714,3,42.85714286,9,128.5714286,0,0,12,171.4285714
,2023-02-23,Mobile,유튜브,,842,21,2.494061758,298,14.19047619,383,18.23809524,3,14.28571429,4,19.04761905,10,47.61904762,7,33.33333333,21,100
,2023-02-23,Mobile,배너 광고,,652,35,5.36809816,396,11.31428571,168,4.8,3,8.571428571,9,25.71428571,4,11.42857143,10,28.57142857,23,65.71428571
,2023-02-23,Mobile,트위터 X,,897,59,6.577480491,126,2.13559322,192,3.254237288,2,3.389830508,2,3.389830508,6,10.16949153,1,1.694915254,9,15.25423729
,2023-02-23,Mobile,기타 SNS,,327,95,29.05198777,64,0.673684211,238,2.505263158,0,0,6,6.315789474,6,6.315789474,6,6.315789474,18,18.94736842
,2023-02-24,PC,직접 유입,,0,8,0,294,36.75,80,10,0,0,8,100,4,50,3,37.5,15,187.5
,2023-02-24,PC,키워드 검색,환경 보호 앱,848,55,6.485849057,108,1.963636364,391,7.109090909,5,9.090909091,2,3.636363636,2,3.636363636,6,10.90909091,10,18.18181818
,2023-02-24,PC,키워드 검색,지속 가능한 생활,219,36,16.43835616,1,0.0277777778,250,6.944444444,1,2.777777778,0,0,10,27.77777778,8,22.22222222,18,50
,2023-02-24,PC,키워드 검색,지역 재활용 센터,81,31,38.27160494,83,2.677419355,376,12.12903226,3,9.677419355,8,25.80645161,2,6.451612903,1,3.225806452,11,35.48387097
,2023-02-24,PC,키워드 검색,플로깅 행사,583,48,8.233276158,210,4.375,62,1.291666667,0,0,9,18.75,0,0,7,14.58333333,16,33.33333333
,2023-02-24,PC,키워드 검색,플로깅,661,97,14.67473525,448,4.618556701,25,0.257731959,4,4.12371134,3,3.092783505,0,0,0,0,3,3.092783505
,2023-02-24,PC,키워드 검색,친환경 활동,284,100,35.21126761,127,1.27,392,3.92,2,2,9,9,4,4,2,2,15,15
,2023-02-24,PC,블로그,,921,38,4.125950054,490,12.89473684,80,2.105263158,1,2.631578947,4,10.52631579,6,15.78947368,4,10.52631579,14,36.84210526
,2023-02-24,PC,카페,,654,75,11.46788991,72,0.96,436,5.813333333,7,9.333333333,7,9.333333333,8,10.66666667,1,1.333333333,16,21.33333333
,2023-02-24,PC,이메일,,883,94,10.64552661,33,0.35106383,493,5.244680851,10,10.63829787,0,0,6,6.382978723,4,4.255319149,10,10.63829787
,2023-02-24,PC,카카오톡,,201,21,10.44776119,148,7.047619048,309,14.71428571,1,4.761904762,7,33.33333333,2,9.523809524,10,47.61904762,19,90.47619048
,2023-02-24,PC,메타,,516,88,17.05426357,34,0.386363636,372,4.227272727,1,1.136363636,2,2.272727273,3,3.409090909,1,1.136363636,6,6.818181818
,2023-02-24,PC,인스타그램,,33,26,78.78787879,296,11.38461538,235,9.038461538,5,19.23076923,6,23.07692308,8,30.76923077,5,19.23076923,19,73.07692308
,2023-02-24,PC,유튜브,,779,24,3.080872914,13,0.541666667,442,18.41666667,9,37.5,6,25,1,4.166666667,7,29.16666667,14,58.33333333
,2023-02-24,PC,배너 광고,,474,82,17.29957806,257,3.134146341,56,0.682926829,0,0,9,10.97560976,9,10.97560976,0,0,18,21.95121951
,2023-02-24,PC,트위터 X,,826,49,5.93220339,163,3.326530612,26,0.530612245,6,12.24489796,10,20.40816327,2,4.081632653,1,2.040816327,13,26.53061224
,2023-02-24,PC,기타 SNS,,112,55,49.10714286,133,2.418181818,265,4.818181818,1,1.818181818,5,9.090909091,4,7.272727273,5,9.090909091,14,25.45454545
,2023-02-24,Mobile,직접 유입,,0,85,0,282,3.317647059,299,3.517647059,4,4.705882353,2,2.352941176,4,4.705882353,4,4.705882353,10,11.76470588
,2023-02-24,Mobile,키워드 검색,쓰레기 줍기,767,60,7.822685789,460,7.666666667,112,1.866666667,10,16.66666667,5,8.333333333,3,5,2,3.333333333,10,16.66666667
,2023-02-24,Mobile,키워드 검색,지역 재활용 센터,981,87,8.868501529,147,1.689655172,487,5.597701149,10,11.49425287,3,3.448275862,1,1.149425287,1,1.149425287,5,5.747126437
,2023-02-24,Mobile,블로그,,353,46,13.03116147,341,7.413043478,388,8.434782609,4,8.695652174,10,21.73913043,9,19.56521739,7,15.2173913,26,56.52173913
,2023-02-24,Mobile,카페,,726,31,4.269972452,130,4.193548387,450,14.51612903,1,3.225806452,2,6.451612903,0,0,5,16.12903226,7,22.58064516
,2023-02-24,Mobile,이메일,,461,65,14.09978308,181,2.784615385,168,2.584615385,6,9.230769231,7,10.76923077,5,7.692307692,2,3.076923077,14,21.53846154
,2023-02-24,Mobile,카카오톡,,964,0,0,68,inf,440,inf,0,,9,inf,3,inf,6,inf,18,inf
,2023-02-24,Mobile,메타,,81,14,17.28395062,205,14.64285714,274,19.57142857,1,7.142857143,0,0,6,42.85714286,10,71.42857143,16,114.2857143
,2023-02-24,Mobile,인스타그램,,993,53,5.337361531,394,7.433962264,72,1.358490566,4,7.547169811,3,5.660377358,7,13.20754717,8,15.09433962,18,33.96226415
,2023-02-24,Mobile,유튜브,,260,20,7.692307692,250,12.5,349,17.45,7,35,6,30,1,5,6,30,13,65
,2023-02-24,Mobile,배너 광고,,837,31,3.703703704,134,4.322580645,264,8.516129032,5,16.12903226,10,32.25806452,6,19.35483871,0,0,16,51.61290323
,2023-02-24,Mobile,트위터 X,,201,73,36.31840796,160,2.191780822,190,2.602739726,3,4.109589041,3,4.109589041,2,2.739726027,1,1.369863014,6,8.219178082
,2023-02-24,Mobile,기타 SNS,,523,40,7.648183556,191,4.775,173,4.325,8,20,3,7.5,7,17.5,6,15,16,40
,2023-02-25,PC,직접 유입,,0,46,0,211,4.586956522,87,1.891304348,0,0,5,10.86956522,0,0,4,8.695652174,9,19.56521739
,2023-02-25,PC,키워드 검색,재활용 앱,104,1,0.961538462,57,57,60,60,0,0,6,600,9,900,3,300,18,1800
,2023-02-25,PC,키워드 검색,지속 가능한 생활,34,33,97.05882353,287,8.696969697,411,12.45454545,1,3.03030303,3,9.090909091,8,24.24242424,8,24.24242424,19,57.57575758
,2023-02-25,PC,키워드 검색,지역 재활용 센터,464,84,18.10344828,61,0.726190476,288,3.428571429,10,11.9047619,5,5.952380952,6,7.142857143,2,2.380952381,13,15.47619048
,2023-02-25,PC,키워드 검색,환경 캠페인,558,57,10.21505376,165,2.894736842,467,8.192982456,8,14.03508772,1,1.754385965,1,1.754385965,9,15.78947368,11,19.29824561
,2023-02-25,PC,키워드 검색,환경 보호 앱,125,27,21.6,352,13.03703704,479,17.74074074,2,7.407407407,9,33.33333333,0,0,5,18.51851852,14,51.85185185
,2023-02-25,PC,블로그,,995,13,1.306532663,407,31.30769231,352,27.07692308,1,7.692307692,7,53.84615385,10,76.92307692,5,38.46153846,22,169.2307692
,2023-02-25,PC,카페,,590,50,8.474576271,119,2.38,478,9.56,5,10,8,16,6,12,7,14,21,42
,2023-02-25,PC,이메일,,695,94,13.52517986,201,2.138297872,471,5.010638298,2,2.127659574,9,9.574468085,6,6.382978723,5,5.319148936,20,21.27659574
,2023-02-25,PC,카카오톡,,630,18,2.857142857,348,19.33333333,363,20.16666667,5,27.77777778,5,27.77777778,3,16.66666667,2,11.11111111,10,55.55555556
,2023-02-25,PC,메타,,319,65,20.37617555,180,2.769230769,372,5.723076923,1,1.538461538,5,7.692307692,4,6.153846154,9,13.84615385,18,27.69230769
,2023-02-25,PC,인스타그램,,889,58,6.524184477,88,1.517241379,140,2.413793103,8,13.79310345,9,15.51724138,4,6.896551724,5,8.620689655,18,31.03448276
,2023-02-25,PC,유튜브,,708,95,13.4180791,118,1.242105263,189,1.989473684,3,3.157894737,0,0,1,1.052631579,6,6.315789474,7,7.368421053
,2023-02-25,PC,배너 광고,,341,49,14.36950147,11,0.224489796,275,5.612244898,1,2.040816327,3,6.12244898,3,6.12244898,8,16.32653061,14,28.57142857
,2023-02-25,PC,트위터 X,,62,50,80.64516129,192,3.84,183,3.66,3,6,4,8,2,4,10,20,16,32
,2023-02-25,PC,기타 SNS,,39,16,41.02564103,90,5.625,105,6.5625,10,62.5,7,43.75,3,18.75,8,50,18,112.5
